case_criminal_id,case_id,criminal_id,role_in_case
6055,2962,2870,Suspect
6056,2963,4001,Expert Witness
6057,2963,88,Complainant
6058,2963,220,Victim
6059,2963,2490,Witness
6060,2964,1285,Expert Witness
6061,2964,4432,Expert Witness
6062,2964,10,Complainant
6063,2965,960,Co-accused
6064,2965,3612,Accused
6065,2966,3736,Co-accused
6066,2966,4972,Co-accused
6067,2967,2502,Complainant
6068,2967,3288,Suspect
6069,2967,2683,Witness
6070,2967,1004,Witness
6071,2968,1489,Complainant
6072,2969,1314,Suspect
6073,2970,121,Witness
6074,2971,937,Complainant
6075,2972,4345,Co-accused
6076,2973,4147,Victim
6077,2974,4208,Co-accused
6078,2975,159,Expert Witness
6079,2975,1494,Victim
6080,2976,266,Co-accused
6081,2976,4493,Expert Witness
6082,2977,4320,Co-accused
6083,2977,3445,Victim
6084,2978,2723,Victim
6085,2978,827,Accused
6086,2978,4550,Expert Witness
6087,2978,1396,Suspect
6088,2978,3728,Complainant
6089,2979,2593,Suspect
6090,2979,4091,Co-accused
6091,2979,476,Victim
6092,2979,915,Expert Witness
6093,2979,3810,Expert Witness
6094,2980,2067,Co-accused
6095,2980,1020,Witness
6096,2980,74,Suspect
6097,2981,4160,Witness
6098,2981,4675,Co-accused
6099,2981,3184,Informant
6100,2982,225,Expert Witness
6101,2982,2352,Suspect
6102,2982,2595,Suspect
6103,2982,2951,Suspect
6104,2983,1906,Expert Witness
6105,2984,2263,Accused
6106,2984,3179,Expert Witness
6107,2984,1707,Witness
6108,2984,260,Co-accused
6109,2984,2017,Expert Witness
6110,2985,294,Complainant
6111,2985,8,Expert Witness
6112,2986,2606,Victim
6113,2987,2829,Informant
6114,2987,1906,Suspect
6115,2987,3670,Victim
6116,2988,2751,Suspect
6117,2988,2732,Complainant
6118,2989,4782,Suspect
6119,2989,796,Complainant
6120,2990,34,Suspect
6121,2991,3451,Complainant
6122,2991,1834,Informant
6123,2992,140,Witness
6124,2992,274,Accused
6125,2992,4808,Victim
6126,2993,406,Complainant
6127,2993,3836,Informant
6128,2993,973,Informant
6129,2993,1748,Co-accused
6130,2994,74,Accused
6131,2994,3853,Complainant
6132,2995,4165,Expert Witness
6133,2995,3698,Witness
6134,2995,3843,Victim
6135,2996,4546,Victim
6136,2997,2062,Expert Witness
6137,2998,2359,Co-accused
6138,2998,886,Informant
6139,2999,631,Complainant
6140,2999,4713,Suspect
6141,2999,3998,Complainant
6142,3000,1417,Informant
6143,3001,3650,Informant
6144,3002,3988,Accused
6145,3002,2012,Expert Witness
6146,3003,2756,Victim
6147,3003,1784,Accused
6148,3004,2932,Co-accused
6149,3005,1803,Expert Witness
6150,3005,665,Informant
6151,3006,1765,Victim
6152,3006,2760,Accused
6153,3007,3181,Victim
6154,3008,3282,Victim
6155,3009,2065,Witness
6156,3009,1811,Co-accused
6157,3009,2356,Victim
6158,3009,2723,Informant
6159,3010,21,Complainant
6160,3010,2090,Witness
6161,3011,3374,Informant
6162,3012,4227,Informant
6163,3013,664,Expert Witness
6164,3014,2531,Suspect
6165,3015,2341,Informant
6166,3015,3057,Complainant
6167,3016,2531,Accused
6168,3017,667,Informant
6169,3017,60,Complainant
6170,3017,3273,Suspect
6171,3018,4220,Expert Witness
6172,3018,1405,Suspect
6173,3018,272,Informant
6174,3019,1131,Suspect
6175,3020,43,Accused
6176,3021,4457,Co-accused
6177,3021,3546,Expert Witness
6178,3021,4663,Informant
6179,3022,4073,Suspect
6180,3022,4259,Expert Witness
6181,3023,3089,Informant
6182,3023,3215,Witness
6183,3023,1853,Informant
6184,3024,682,Victim
6185,3024,4412,Complainant
6186,3024,1007,Co-accused
6187,3025,3579,Suspect
6188,3025,4478,Informant
6189,3026,3199,Informant
6190,3027,3866,Informant
6191,3028,1809,Suspect
6192,3029,513,Witness
6193,3030,3355,Victim
6194,3030,3140,Accused
6195,3030,3372,Co-accused
6196,3031,2296,Victim
6197,3031,4615,Informant
6198,3031,3009,Witness
6199,3031,1239,Victim
6200,3032,1701,Complainant
6201,3032,1380,Accused
6202,3032,134,Complainant
6203,3033,747,Expert Witness
6204,3034,2424,Informant
6205,3034,3525,Co-accused
6206,3035,497,Victim
6207,3035,340,Expert Witness
6208,3035,3117,Victim
6209,3036,720,Complainant
6210,3037,1352,Expert Witness
6211,3037,2250,Expert Witness
6212,3037,1724,Victim
6213,3038,4241,Victim
6214,3038,4787,Co-accused
6215,3039,1182,Victim
6216,3039,4732,Complainant
6217,3040,3375,Victim
6218,3040,4656,Complainant
6219,3040,4606,Victim
6220,3041,1595,Accused
6221,3041,3225,Expert Witness
6222,3041,944,Victim
6223,3042,604,Complainant
6224,3043,4766,Victim
6225,3043,3560,Witness
6226,3043,3862,Co-accused
6227,3044,2730,Co-accused
6228,3045,255,Accused
6229,3046,2772,Informant
6230,3046,689,Suspect
6231,3047,3684,Informant
6232,3047,4799,Victim
6233,3048,3101,Expert Witness
6234,3048,4023,Expert Witness
6235,3048,968,Expert Witness
6236,3049,276,Co-accused
6237,3050,163,Suspect
6238,3050,3912,Informant
6239,3051,4687,Witness
6240,3051,3829,Complainant
6241,3051,1867,Suspect
6242,3052,1314,Suspect
6243,3053,2840,Complainant
6244,3054,1987,Suspect
6245,3054,3792,Informant
6246,3055,1507,Witness
6247,3056,829,Witness
6248,3056,294,Informant
6249,3056,2128,Expert Witness
6250,3056,4375,Expert Witness
6251,3057,3642,Suspect
6252,3058,1084,Accused
6253,3058,368,Expert Witness
6254,3058,3580,Co-accused
6255,3058,379,Complainant
6256,3059,4569,Informant
6257,3059,1858,Co-accused
6258,3059,4839,Informant
6259,3059,1444,Co-accused
6260,3060,3885,Witness
6261,3060,2985,Accused
6262,3061,3070,Accused
6263,3062,2037,Expert Witness
6264,3062,3812,Informant
6265,3063,3613,Witness
6266,3063,1889,Suspect
6267,3063,827,Suspect
6268,3064,3069,Expert Witness
6269,3064,1816,Accused
6270,3064,2234,Witness
6271,3065,4677,Expert Witness
6272,3066,2733,Witness
6273,3067,221,Witness
6274,3067,4387,Co-accused
6275,3067,3902,Accused
6276,3068,3835,Witness
6277,3068,2645,Suspect
6278,3068,5,Complainant
6279,3069,4529,Witness
6280,3069,1106,Accused
6281,3070,162,Victim
6282,3071,1573,Accused
6283,3071,3826,Informant
6284,3071,4575,Informant
6285,3072,801,Informant
6286,3073,4020,Expert Witness
6287,3073,2314,Witness
6288,3074,2783,Expert Witness
6289,3074,1525,Complainant
6290,3074,3307,Victim
6291,3075,1700,Complainant
6292,3076,2061,Victim
6293,3077,2660,Accused
6294,3077,3493,Complainant
6295,3078,2142,Expert Witness
6296,3078,4628,Co-accused
6297,3079,2501,Expert Witness
6298,3079,3479,Witness
6299,3080,4281,Co-accused
6300,3081,762,Informant
6301,3082,1665,Suspect
6302,3083,462,Accused
6303,3084,1673,Co-accused
6304,3084,1624,Victim
6305,3085,1264,Complainant
6306,3086,4879,Informant
6307,3086,2974,Co-accused
6308,3086,202,Suspect
6309,3087,2369,Co-accused
6310,3087,2903,Co-accused
6311,3088,4692,Witness
6312,3088,1694,Complainant
6313,3088,847,Complainant
6314,3089,1218,Suspect
6315,3090,2021,Co-accused
6316,3090,2970,Suspect
6317,3091,574,Co-accused
6318,3091,3569,Co-accused
6319,3092,4765,Witness
6320,3092,3805,Suspect
6321,3093,438,Complainant
6322,3093,963,Co-accused
6323,3093,50,Expert Witness
6324,3094,2940,Expert Witness
6325,3095,4054,Accused
6326,3095,4266,Complainant
6327,3095,788,Co-accused
6328,3096,608,Complainant
6329,3097,4253,Expert Witness
6330,3097,270,Accused
6331,3098,1434,Co-accused
6332,3098,4174,Suspect
6333,3098,3546,Accused
6334,3098,1057,Informant
6335,3099,699,Suspect
6336,3099,3353,Informant
6337,3099,2803,Expert Witness
6338,3100,3083,Suspect
6339,3101,2646,Co-accused
6340,3102,1921,Suspect
6341,3103,419,Informant
6342,3104,137,Victim
6343,3104,1986,Victim
6344,3105,1356,Co-accused
6345,3105,2681,Informant
6346,3105,3351,Informant
6347,3106,4782,Suspect
6348,3107,1167,Suspect
6349,3107,3748,Informant
6350,3107,3359,Informant
6351,3108,2143,Suspect
6352,3109,3657,Witness
6353,3110,4271,Expert Witness
6354,3110,338,Expert Witness
6355,3110,3423,Suspect
6356,3110,3900,Complainant
6357,3111,3875,Accused
6358,3111,2186,Expert Witness
6359,3112,411,Expert Witness
6360,3112,3564,Suspect
6361,3113,3091,Complainant
6362,3114,513,Expert Witness
6363,3114,1039,Co-accused
6364,3114,4815,Victim
6365,3114,2383,Co-accused
6366,3115,4248,Complainant
6367,3115,4767,Witness
6368,3116,1956,Expert Witness
6369,3117,4585,Informant
6370,3118,4806,Suspect
6371,3118,1936,Co-accused
6372,3119,2988,Suspect
6373,3119,1547,Complainant
6374,3119,3769,Complainant
6375,3119,4036,Informant
6376,3120,2747,Accused
6377,3121,2058,Co-accused
6378,3121,2247,Informant
6379,3121,4538,Co-accused
6380,3122,1247,Informant
6381,3123,4211,Informant
6382,3123,2746,Co-accused
6383,3124,2132,Expert Witness
6384,3124,3471,Complainant
6385,3125,3036,Expert Witness
6386,3125,4572,Suspect
6387,3125,3239,Witness
6388,3125,4154,Co-accused
6389,3125,4261,Complainant
6390,3126,134,Accused
6391,3126,2174,Accused
6392,3127,4564,Co-accused
6393,3128,2292,Victim
6394,3129,2523,Co-accused
6395,3129,2954,Victim
6396,3129,4317,Witness
6397,3129,3821,Expert Witness
6398,3130,3566,Co-accused
6399,3131,3091,Complainant
6400,3131,4311,Suspect
6401,3132,119,Accused
6402,3133,4033,Informant
6403,3134,4555,Suspect
6404,3134,4090,Suspect
6405,3135,3949,Complainant
6406,3135,2706,Expert Witness
6407,3135,3557,Suspect
6408,3135,4904,Informant
6409,3136,3166,Co-accused
6410,3137,4571,Co-accused
6411,3137,1167,Complainant
6412,3138,3618,Co-accused
6413,3139,1540,Complainant
6414,3139,2949,Witness
6415,3140,1611,Accused
6416,3141,4170,Victim
6417,3142,2245,Expert Witness
6418,3143,1649,Informant
6419,3144,2119,Accused
6420,3144,667,Co-accused
6421,3144,1046,Informant
6422,3144,2711,Complainant
6423,3145,1370,Accused
6424,3146,2672,Complainant
6425,3147,4846,Suspect
6426,3147,298,Suspect
6427,3147,4996,Suspect
6428,3148,2644,Informant
6429,3149,2546,Informant
6430,3149,541,Accused
6431,3150,811,Witness
6432,3150,3820,Complainant
6433,3150,1284,Informant
6434,3150,359,Complainant
6435,3151,151,Witness
6436,3151,428,Informant
6437,3151,4894,Suspect
6438,3152,2770,Co-accused
6439,3152,3231,Victim
6440,3153,3553,Suspect
6441,3153,3461,Accused
6442,3154,740,Informant
6443,3155,926,Expert Witness
6444,3155,3743,Co-accused
6445,3155,3722,Accused
6446,3156,513,Suspect
6447,3156,3049,Complainant
6448,3157,4705,Victim
6449,3157,3448,Accused
6450,3157,1473,Victim
6451,3158,871,Witness
6452,3158,3083,Suspect
6453,3158,4274,Suspect
6454,3159,3678,Informant
6455,3159,151,Informant
6456,3160,1538,Informant
6457,3160,1280,Witness
6458,3160,3657,Expert Witness
6459,3161,498,Expert Witness
6460,3162,443,Victim
6461,3163,1232,Victim
6462,3164,693,Suspect
6463,3164,1386,Victim
6464,3164,4307,Suspect
6465,3165,4056,Co-accused
6466,3166,2315,Co-accused
6467,3167,2424,Expert Witness
6468,3167,3120,Co-accused
6469,3168,4813,Expert Witness
6470,3168,1640,Suspect
6471,3169,430,Victim
6472,3169,3391,Victim
6473,3169,1591,Witness
6474,3170,2673,Suspect
6475,3171,53,Suspect
6476,3172,3378,Expert Witness
6477,3172,1375,Witness
6478,3173,1386,Informant
6479,3174,39,Suspect
6480,3175,4365,Witness
6481,3176,1561,Expert Witness
6482,3177,3646,Suspect
6483,3177,3540,Complainant
6484,3178,3945,Co-accused
6485,3179,3361,Informant
6486,3179,151,Accused
6487,3180,128,Accused
6488,3181,2427,Suspect
6489,3181,3452,Co-accused
6490,3182,3088,Complainant
6491,3183,1998,Informant
6492,3183,3504,Co-accused
6493,3184,3853,Victim
6494,3184,2199,Victim
6495,3185,2104,Witness
6496,3186,3995,Witness
6497,3187,4467,Co-accused
6498,3188,2147,Accused
6499,3188,3641,Co-accused
6500,3188,2511,Witness
6501,3188,2205,Complainant
6502,3188,1398,Expert Witness
6503,3189,3162,Complainant
6504,3189,1693,Witness
6505,3190,1468,Victim
6506,3191,2116,Victim
6507,3191,309,Informant
6508,3191,2435,Complainant
6509,3191,2653,Expert Witness
6510,3191,1715,Expert Witness
6511,3192,1369,Informant
6512,3193,3433,Victim
6513,3194,4961,Informant
6514,3194,4799,Witness
6515,3194,1665,Victim
6516,3194,3436,Co-accused
6517,3195,3236,Witness
6518,3195,2338,Co-accused
6519,3195,172,Co-accused
6520,3195,3294,Victim
6521,3196,4909,Co-accused
6522,3196,2784,Witness
6523,3197,3493,Victim
6524,3198,2718,Expert Witness
6525,3198,408,Witness
6526,3199,1390,Complainant
6527,3199,2443,Complainant
6528,3200,3830,Witness
6529,3201,2132,Informant
6530,3202,1574,Informant
6531,3203,1568,Co-accused
6532,3203,4250,Complainant
6533,3204,1475,Complainant
6534,3204,1490,Expert Witness
6535,3204,3444,Co-accused
6536,3205,1486,Complainant
6537,3206,2909,Suspect
6538,3207,4469,Complainant
6539,3208,2452,Suspect
6540,3208,642,Informant
6541,3208,2743,Informant
6542,3209,2997,Co-accused
6543,3209,4977,Accused
6544,3210,2829,Complainant
6545,3211,1272,Suspect
6546,3211,4276,Victim
6547,3211,4356,Accused
6548,3211,670,Complainant
6549,3212,4795,Accused
6550,3212,3789,Accused
6551,3213,300,Informant
6552,3214,1128,Witness
6553,3215,1900,Suspect
6554,3216,4738,Accused
6555,3216,919,Co-accused
6556,3216,1624,Co-accused
6557,3217,1477,Expert Witness
6558,3217,2565,Informant
6559,3218,3209,Suspect
6560,3218,1907,Informant
6561,3218,522,Complainant
6562,3219,1646,Co-accused
6563,3220,1425,Co-accused
6564,3220,3613,Expert Witness
6565,3220,463,Suspect
6566,3221,2616,Victim
6567,3221,15,Victim
6568,3222,4386,Suspect
6569,3223,3946,Victim
6570,3224,1527,Expert Witness
6571,3224,2796,Suspect
6572,3225,2752,Suspect
6573,3225,3833,Suspect
6574,3226,2803,Victim
6575,3226,2400,Accused
6576,3227,2186,Accused
6577,3227,4564,Suspect
6578,3228,395,Expert Witness
6579,3228,2457,Informant
6580,3229,3013,Co-accused
6581,3229,85,Suspect
6582,3229,4007,Expert Witness
6583,3230,892,Informant
6584,3230,1806,Complainant
6585,3231,1511,Co-accused
6586,3231,2743,Accused
6587,3232,1193,Expert Witness
6588,3232,290,Witness
6589,3233,281,Witness
6590,3233,3324,Complainant
6591,3234,1526,Witness
6592,3234,3026,Accused
6593,3234,3316,Informant
6594,3235,4802,Victim
6595,3235,3514,Informant
6596,3236,4942,Informant
6597,3237,1070,Co-accused
6598,3238,3691,Victim
6599,3239,562,Suspect
6600,3240,3233,Accused
6601,3240,3893,Co-accused
6602,3241,3959,Co-accused
6603,3242,2929,Victim
6604,3242,2083,Suspect
6605,3243,2618,Accused
6606,3243,1600,Informant
6607,3244,3303,Complainant
6608,3244,1057,Victim
6609,3245,3157,Witness
6610,3245,3706,Informant
6611,3246,4727,Complainant
6612,3246,3167,Witness
6613,3247,1346,Complainant
6614,3248,2478,Victim
6615,3248,4083,Suspect
6616,3249,1577,Expert Witness
6617,3249,317,Victim
6618,3249,3181,Victim
6619,3249,471,Suspect
6620,3249,3547,Co-accused
6621,3250,3978,Suspect
6622,3250,4536,Co-accused
6623,3251,1163,Expert Witness
6624,3251,3134,Co-accused
6625,3252,2362,Complainant
6626,3252,2573,Witness
6627,3252,3324,Suspect
6628,3252,4763,Suspect
6629,3252,4700,Complainant
6630,3253,3848,Co-accused
6631,3253,3260,Informant
6632,3253,461,Witness
6633,3254,825,Accused
6634,3254,2758,Informant
6635,3255,4967,Suspect
6636,3255,3221,Complainant
6637,3256,650,Informant
6638,3256,447,Accused
6639,3257,2599,Co-accused
6640,3258,3490,Victim
6641,3259,4918,Victim
6642,3259,1199,Witness
6643,3259,4603,Accused
6644,3259,3076,Informant
6645,3260,4577,Witness
6646,3260,2922,Victim
6647,3260,2826,Accused
6648,3260,2208,Co-accused
6649,3261,3312,Accused
6650,3262,2248,Witness
6651,3262,514,Witness
6652,3262,3545,Informant
6653,3262,903,Accused
6654,3263,124,Co-accused
6655,3263,3439,Expert Witness
6656,3264,2885,Victim
6657,3265,1583,Informant
6658,3266,4515,Victim
6659,3267,3325,Suspect
6660,3267,2492,Accused
6661,3267,3585,Accused
6662,3268,1031,Complainant
6663,3268,1547,Accused
6664,3269,433,Accused
6665,3270,1373,Expert Witness
6666,3271,1737,Informant
6667,3271,4992,Co-accused
6668,3271,3893,Accused
6669,3272,473,Accused
6670,3273,3219,Expert Witness
6671,3274,4664,Accused
6672,3275,1301,Victim
6673,3276,3582,Informant
6674,3276,2747,Complainant
6675,3276,3911,Informant
6676,3276,547,Co-accused
6677,3277,3130,Accused
6678,3278,3125,Complainant
6679,3278,3405,Expert Witness
6680,3278,834,Witness
6681,3279,1689,Suspect
6682,3280,3341,Suspect
6683,3280,4494,Accused
6684,3280,1178,Expert Witness
6685,3281,1450,Suspect
6686,3282,3193,Witness
6687,3282,660,Co-accused
6688,3283,162,Expert Witness
6689,3283,67,Victim
6690,3284,4183,Expert Witness
6691,3285,3428,Victim
6692,3286,4169,Informant
6693,3286,4224,Informant
6694,3286,3145,Victim
6695,3287,37,Victim
6696,3288,1453,Informant
6697,3288,3100,Accused
6698,3288,4566,Witness
6699,3289,3311,Witness
6700,3289,2409,Witness
6701,3289,1812,Victim
6702,3289,2262,Co-accused
6703,3289,2837,Complainant
6704,3290,2713,Suspect
6705,3291,2029,Expert Witness
6706,3291,49,Expert Witness
6707,3291,3375,Co-accused
6708,3292,2771,Witness
6709,3292,165,Expert Witness
6710,3292,2033,Accused
6711,3293,1403,Informant
6712,3294,148,Informant
6713,3295,3339,Informant
6714,3296,4933,Witness
6715,3296,1360,Complainant
6716,3297,3517,Informant
6717,3297,708,Victim
6718,3297,4882,Witness
6719,3297,3826,Victim
6720,3297,2251,Co-accused
6721,3298,3888,Expert Witness
6722,3298,5000,Suspect
6723,3298,3061,Victim
6724,3299,4913,Complainant
6725,3299,360,Informant
6726,3299,1531,Expert Witness
6727,3299,1714,Informant
6728,3299,1405,Expert Witness
6729,3300,2677,Witness
6730,3300,2147,Informant
6731,3300,516,Expert Witness
6732,3300,4133,Informant
6733,3301,4743,Co-accused
6734,3302,600,Complainant
6735,3303,1050,Suspect
6736,3304,1725,Victim
6737,3305,2321,Accused
6738,3306,3449,Expert Witness
6739,3307,3155,Suspect
6740,3307,4397,Informant
6741,3308,407,Suspect
6742,3309,3707,Co-accused
6743,3309,4278,Accused
6744,3309,3228,Witness
6745,3309,1556,Complainant
6746,3310,3603,Expert Witness
6747,3310,4869,Expert Witness
6748,3310,669,Accused
6749,3311,381,Co-accused
6750,3311,315,Victim
6751,3311,1354,Accused
6752,3311,4596,Witness
6753,3311,4951,Victim
6754,3312,409,Co-accused
6755,3312,1442,Co-accused
6756,3312,1923,Accused
6757,3313,3218,Suspect
6758,3313,4359,Victim
6759,3314,3590,Expert Witness
6760,3314,4479,Witness
6761,3314,4262,Co-accused
6762,3315,3237,Co-accused
6763,3316,4257,Accused
6764,3316,2138,Expert Witness
6765,3317,3275,Victim
6766,3317,4110,Accused
6767,3318,3404,Complainant
6768,3318,3909,Informant
6769,3319,2821,Victim
6770,3320,3855,Witness
6771,3320,757,Informant
6772,3320,809,Victim
6773,3320,3633,Co-accused
6774,3320,2570,Witness
6775,3321,579,Accused
6776,3322,3547,Victim
6777,3322,936,Co-accused
6778,3323,1470,Co-accused
6779,3323,1617,Expert Witness
6780,3323,3298,Expert Witness
6781,3324,4099,Victim
6782,3324,4885,Victim
6783,3325,1613,Suspect
6784,3325,436,Complainant
6785,3326,4046,Informant
6786,3326,918,Co-accused
6787,3326,1759,Informant
6788,3327,3104,Informant
6789,3328,3765,Suspect
6790,3328,1037,Suspect
6791,3329,4071,Complainant
6792,3329,1893,Witness
6793,3330,3140,Co-accused
6794,3330,2712,Witness
6795,3330,3902,Co-accused
6796,3330,2985,Informant
6797,3330,2903,Co-accused
6798,3331,3190,Informant
6799,3331,3854,Informant
6800,3331,314,Victim
6801,3332,297,Witness
6802,3333,1644,Complainant
6803,3334,2581,Co-accused
6804,3334,3875,Expert Witness
6805,3334,4103,Suspect
6806,3335,4186,Co-accused
6807,3335,2991,Co-accused
6808,3335,4123,Witness
6809,3336,4263,Co-accused
6810,3336,1565,Witness
6811,3336,1578,Informant
6812,3336,4114,Witness
6813,3337,2424,Suspect
6814,3337,2804,Co-accused
6815,3337,4262,Co-accused
6816,3338,2356,Complainant
6817,3338,3580,Witness
6818,3338,814,Accused
6819,3338,389,Expert Witness
6820,3339,2847,Complainant
6821,3340,3461,Suspect
6822,3341,370,Expert Witness
6823,3342,4231,Informant
6824,3343,1481,Expert Witness
6825,3343,4106,Victim
6826,3344,1293,Witness
6827,3344,1402,Informant
6828,3345,4042,Informant
6829,3346,3974,Witness
6830,3346,2743,Expert Witness
6831,3347,2057,Witness
6832,3347,1434,Suspect
6833,3348,3072,Expert Witness
6834,3349,588,Co-accused
6835,3349,4785,Informant
6836,3349,70,Co-accused
6837,3350,2273,Informant
6838,3350,2505,Co-accused
6839,3351,3333,Suspect
6840,3351,3579,Informant
6841,3351,2951,Accused
6842,3352,829,Victim
6843,3352,2331,Accused
6844,3353,4885,Witness
6845,3354,820,Co-accused
6846,3354,3661,Informant
6847,3355,1677,Co-accused
6848,3356,4113,Co-accused
6849,3356,1432,Witness
6850,3357,1807,Witness
6851,3357,957,Co-accused
6852,3358,1844,Expert Witness
6853,3358,3926,Co-accused
6854,3359,180,Victim
6855,3360,3655,Complainant
6856,3360,4627,Expert Witness
6857,3360,3760,Accused
6858,3360,3501,Suspect
6859,3361,4348,Witness
6860,3361,2622,Informant
6861,3361,1026,Witness
6862,3362,2472,Victim
6863,3363,2321,Accused
6864,3364,3427,Informant
6865,3365,649,Complainant
6866,3365,4371,Accused
6867,3365,3231,Accused
6868,3366,1655,Victim
6869,3366,4171,Informant
6870,3366,4435,Suspect
6871,3366,157,Witness
6872,3366,2334,Co-accused
6873,3367,3769,Victim
6874,3368,3171,Accused
6875,3369,1724,Complainant
6876,3369,1025,Expert Witness
6877,3370,294,Co-accused
6878,3370,310,Accused
6879,3370,4474,Suspect
6880,3371,636,Accused
6881,3371,447,Witness
6882,3371,1072,Expert Witness
6883,3372,3738,Suspect
6884,3372,1592,Complainant
6885,3373,1822,Victim
6886,3373,2833,Victim
6887,3374,79,Co-accused
6888,3375,2352,Accused
6889,3375,321,Co-accused
6890,3376,2012,Witness
6891,3376,1680,Accused
6892,3377,94,Witness
6893,3377,4636,Complainant
6894,3378,2055,Witness
6895,3379,2484,Accused
6896,3380,4033,Informant
6897,3381,2204,Complainant
6898,3382,2821,Expert Witness
6899,3383,3772,Expert Witness
6900,3383,2283,Informant
6901,3383,1496,Informant
6902,3383,4834,Co-accused
6903,3384,4279,Complainant
6904,3384,2496,Victim
6905,3384,2690,Suspect
6906,3385,4417,Witness
6907,3386,395,Accused
6908,3386,2932,Accused
6909,3386,1923,Complainant
6910,3386,1382,Suspect
6911,3387,2980,Complainant
6912,3387,3985,Co-accused
6913,3388,1013,Suspect
6914,3388,3173,Accused
6915,3389,719,Complainant
6916,3389,716,Victim
6917,3389,1826,Expert Witness
6918,3389,2020,Accused
6919,3390,213,Co-accused
6920,3390,948,Informant
6921,3391,3628,Victim
6922,3391,4588,Witness
6923,3391,1214,Accused
6924,3392,3574,Witness
6925,3392,2746,Co-accused
6926,3393,825,Expert Witness
6927,3393,2515,Complainant
6928,3393,3085,Victim
6929,3393,3595,Victim
6930,3394,2155,Witness
6931,3395,3674,Complainant
6932,3395,1661,Victim
6933,3395,1335,Informant
6934,3395,1628,Co-accused
6935,3396,3177,Expert Witness
6936,3396,1489,Suspect
6937,3397,1234,Suspect
6938,3397,4397,Accused
6939,3398,3032,Suspect
6940,3398,367,Accused
6941,3398,3964,Accused
6942,3399,3293,Accused
6943,3399,1196,Victim
6944,3400,657,Suspect
6945,3400,660,Informant
6946,3401,3847,Victim
6947,3401,4514,Accused
6948,3402,32,Expert Witness
6949,3402,2126,Co-accused
6950,3402,1280,Suspect
6951,3402,4567,Complainant
6952,3403,4556,Complainant
6953,3403,4356,Witness
6954,3404,155,Expert Witness
6955,3404,1872,Informant
6956,3405,1668,Informant
6957,3405,2695,Co-accused
6958,3405,2416,Witness
6959,3406,1926,Co-accused
6960,3406,3664,Suspect
6961,3407,2333,Complainant
6962,3408,383,Complainant
6963,3409,1003,Victim
6964,3409,3217,Suspect
6965,3409,2888,Complainant
6966,3410,701,Expert Witness
6967,3410,444,Co-accused
6968,3411,575,Witness
6969,3412,3055,Witness
6970,3412,2579,Accused
6971,3412,2128,Expert Witness
6972,3413,2971,Victim
6973,3414,371,Suspect
6974,3414,3993,Victim
6975,3415,3991,Co-accused
6976,3416,615,Witness
6977,3416,683,Co-accused
6978,3417,1191,Witness
6979,3417,4029,Complainant
6980,3418,3669,Witness
6981,3419,1895,Victim
6982,3419,4439,Expert Witness
6983,3420,3949,Expert Witness
6984,3420,2082,Informant
6985,3421,1249,Accused
6986,3421,2442,Complainant
6987,3421,3299,Suspect
6988,3421,3585,Informant
6989,3422,1995,Co-accused
6990,3422,1010,Victim
6991,3422,4637,Witness
6992,3422,2103,Co-accused
6993,3423,3581,Informant
6994,3423,321,Expert Witness
6995,3424,4071,Witness
6996,3425,312,Informant
6997,3426,3054,Complainant
6998,3426,312,Informant
6999,3427,3833,Witness
7000,3428,3923,Co-accused
7001,3429,3642,Suspect
7002,3429,2986,Co-accused
7003,3430,1343,Informant
7004,3431,294,Witness
7005,3432,1732,Co-accused
7006,3433,1289,Informant
7007,3433,4363,Expert Witness
7008,3434,2726,Victim
7009,3434,4005,Witness
7010,3435,3425,Witness
7011,3435,1145,Co-accused
7012,3435,2800,Accused
7013,3435,1555,Witness
7014,3436,1962,Informant
7015,3436,3763,Expert Witness
7016,3436,2078,Informant
7017,3437,3600,Witness
7018,3437,1832,Victim
7019,3438,4026,Victim
7020,3439,3805,Expert Witness
7021,3440,986,Informant
7022,3440,2846,Expert Witness
7023,3441,993,Co-accused
7024,3441,4011,Expert Witness
7025,3442,2976,Complainant
7026,3443,3688,Expert Witness
7027,3443,1625,Victim
7028,3444,3428,Victim
7029,3444,3318,Witness
7030,3444,3293,Complainant
7031,3445,4350,Co-accused
7032,3445,1347,Suspect
7033,3445,2762,Informant
7034,3446,1439,Informant
7035,3446,2734,Co-accused
7036,3446,3683,Victim
7037,3446,264,Suspect
7038,3447,1808,Complainant
7039,3448,919,Informant
7040,3449,1054,Complainant
7041,3449,3868,Victim
7042,3450,1606,Accused
7043,3450,878,Complainant
7044,3450,3883,Suspect
7045,3451,3751,Complainant
7046,3451,4865,Complainant
7047,3452,2309,Informant
7048,3452,1753,Complainant
7049,3453,3874,Co-accused
7050,3453,1164,Witness
7051,3454,1785,Complainant
7052,3454,2352,Witness
7053,3455,4215,Victim
7054,3455,1791,Suspect
7055,3456,1187,Accused
7056,3456,2477,Complainant
7057,3457,4544,Accused
7058,3457,2611,Complainant
7059,3457,4188,Expert Witness
7060,3458,835,Co-accused
7061,3459,4050,Suspect
7062,3459,3606,Informant
7063,3460,970,Co-accused
7064,3461,2714,Victim
7065,3461,77,Expert Witness
7066,3461,268,Victim
7067,3462,4986,Suspect
7068,3463,4253,Accused
7069,3463,1186,Victim
7070,3463,2171,Suspect
7071,3464,2907,Complainant
7072,3465,2642,Suspect
