case_id,fir_id,court_id,start_date,status,verdict
2187,2187,45,31-03-2023,Investigation,Probation
2188,2188,31,22-05-2021,Appeal,Pending
2189,2189,70,28-05-2024,Acquitted,
2190,2190,23,13-07-2024,Closed,Bail Granted
2191,2191,6,13-03-2025,Convicted,Acquitted
2192,2192,62,08-03-2025,Closed,Pending
2193,2193,58,15-01-2024,Appeal,Case Dismissed
2194,2194,53,07-04-2021,Convicted,Case Dismissed
2195,2195,64,02-08-2023,Transferred,Bail Granted
2196,2196,6,20-03-2025,Acquitted,Death Sentence
2197,2197,66,17-11-2020,Investigation,
2198,2198,13,06-09-2024,Investigation,Case Dismissed
2199,2199,73,02-01-2025,Closed,Compensation Ordered
2200,2200,22,24-10-2021,Closed,Bail Granted
2201,2201,2,30-09-2025,Appeal,Death Sentence
2202,2202,22,26-04-2025,Convicted,
2203,2203,61,03-05-2025,Acquitted,Case Dismissed
2204,2204,39,01-05-2024,Suspended,
2205,2205,44,17-01-2023,Trial,Suspended Sentence
2206,2206,25,05-07-2022,Pending,Probation
2207,2207,4,21-01-2024,Acquitted,Suspended Sentence
2208,2208,56,27-08-2025,Pending,Case Dismissed
2209,2209,8,25-03-2024,Suspended,
2210,2210,62,19-09-2024,Trial,Case Dismissed
2211,2211,4,16-03-2025,Suspended,Compensation Ordered
2212,2212,18,02-10-2025,Transferred,Suspended Sentence
2213,2213,32,16-12-2023,Closed,Case Dismissed
2214,2214,56,15-10-2024,Investigation,Guilty
2215,2215,44,22-07-2023,Closed,Parole
2216,2216,62,12-01-2023,Acquitted,Community Service
2217,2217,12,17-02-2023,Acquitted,
2218,2218,56,14-06-2022,Acquitted,Life Imprisonment
2219,2219,75,28-05-2024,Trial,Fine Imposed
2220,2220,71,12-12-2022,Pending,Suspended Sentence
2221,2221,30,28-07-2025,Convicted,Bail Granted
2222,2222,18,10-02-2024,Acquitted,Probation
2223,2223,9,16-08-2023,Transferred,Community Service
2224,2224,38,05-10-2021,Transferred,Bail Granted
2225,2225,58,08-07-2025,Appeal,Pending
2226,2226,68,27-09-2025,Trial,Guilty
2227,2227,67,16-12-2022,Closed,Life Imprisonment
2228,2228,23,06-08-2024,Transferred,Community Service
2229,2229,31,25-01-2025,Transferred,
2230,2230,34,12-01-2023,Pending,
2231,2231,31,21-08-2025,Suspended,
2232,2232,17,08-12-2022,Transferred,Community Service
2233,2233,62,05-03-2025,Convicted,Suspended Sentence
2234,2234,74,02-06-2023,Transferred,Probation
2235,2235,52,05-01-2025,Convicted,
2236,2236,65,25-08-2023,Acquitted,
2237,2237,34,26-07-2023,Convicted,
2238,2238,42,25-08-2024,Trial,Life Imprisonment
2239,2239,44,29-12-2024,Suspended,
2240,2240,38,29-08-2025,Transferred,Bail Granted
2241,2241,31,20-06-2021,Pending,Death Sentence
2242,2242,71,10-08-2025,Acquitted,Suspended Sentence
2243,2243,1,16-01-2025,Appeal,Community Service
2244,2244,54,08-06-2023,Transferred,Fine Imposed
2245,2245,38,14-05-2022,Trial,
2246,2246,41,31-10-2023,Closed,Fine Imposed
2247,2247,41,29-09-2024,Suspended,Parole
2248,2248,56,28-07-2025,Suspended,Probation
2249,2249,40,29-10-2024,Trial,
2250,2250,55,17-02-2024,Convicted,Pending
2251,2251,35,06-03-2024,Suspended,Case Dismissed
2252,2252,55,17-08-2025,Convicted,Acquitted
2253,2253,7,11-03-2024,Transferred,Probation
2254,2254,52,21-10-2021,Appeal,Fine Imposed
2255,2255,74,02-09-2025,Pending,Guilty
2256,2256,38,23-12-2023,Suspended,Suspended Sentence
2257,2257,69,28-05-2023,Suspended,Parole
2258,2258,11,26-10-2023,Transferred,
2259,2259,37,11-03-2023,Appeal,Case Dismissed
2260,2260,72,19-12-2023,Trial,Parole
2261,2261,75,18-07-2024,Pending,
2262,2262,51,07-09-2025,Acquitted,Fine Imposed
2263,2263,59,29-08-2021,Trial,
2264,2264,52,09-09-2025,Pending,
2265,2265,67,17-01-2025,Closed,Pending
2266,2266,58,07-10-2024,Pending,
2267,2267,31,04-01-2022,Pending,
2268,2268,41,12-12-2023,Closed,Compensation Ordered
2269,2269,28,22-08-2023,Suspended,Bail Granted
2270,2270,20,28-04-2024,Appeal,Probation
2271,2271,29,01-11-2023,Suspended,
2272,2272,44,06-04-2021,Acquitted,Acquitted
2273,2273,53,26-12-2024,Appeal,Parole
2274,2274,3,25-06-2023,Investigation,Compensation Ordered
2275,2275,24,04-05-2022,Appeal,Suspended Sentence
2276,2276,34,14-10-2024,Investigation,Fine Imposed
2277,2277,10,19-03-2023,Convicted,
2278,2278,67,16-12-2022,Transferred,Fine Imposed
2279,2279,3,07-07-2021,Suspended,Case Dismissed
2280,2280,68,14-09-2025,Investigation,Fine Imposed
2281,2281,6,22-07-2025,Appeal,Life Imprisonment
2282,2282,39,20-04-2024,Suspended,Compensation Ordered
2283,2283,63,23-03-2023,Convicted,Fine Imposed
2284,2284,24,22-11-2023,Suspended,Fine Imposed
2285,2285,33,02-08-2025,Trial,Compensation Ordered
2286,2286,52,08-07-2025,Closed,Death Sentence
2287,2287,61,21-10-2023,Transferred,Community Service
2288,2288,33,06-06-2024,Investigation,Fine Imposed
2289,2289,29,21-02-2023,Convicted,Guilty
2290,2290,10,15-11-2020,Transferred,Community Service
2291,2291,65,04-06-2025,Suspended,Life Imprisonment
2292,2292,50,24-04-2025,Closed,Suspended Sentence
2293,2293,14,22-12-2021,Convicted,Death Sentence
2294,2294,61,02-01-2023,Suspended,Bail Granted
2295,2295,73,09-01-2021,Closed,
2296,2296,9,08-12-2020,Transferred,Suspended Sentence
2297,2297,64,14-06-2021,Transferred,
2298,2298,7,22-09-2025,Investigation,Death Sentence
2299,2299,30,23-11-2022,Investigation,Life Imprisonment
2300,2300,72,17-03-2025,Investigation,Bail Granted
2301,2301,71,15-05-2023,Investigation,
2302,2302,50,22-01-2023,Closed,Suspended Sentence
2303,2303,23,23-09-2025,Convicted,Community Service
2304,2304,17,03-05-2025,Trial,Community Service
2305,2305,31,11-03-2025,Suspended,
2306,2306,19,05-10-2025,Pending,Acquitted
2307,2307,56,18-03-2023,Pending,Pending
2308,2308,20,01-01-2024,Acquitted,Suspended Sentence
2309,2309,39,05-09-2024,Acquitted,Probation
2310,2310,39,11-08-2023,Acquitted,Bail Granted
2311,2311,8,02-01-2025,Appeal,Case Dismissed
2312,2312,39,11-04-2022,Suspended,
2313,2313,64,15-11-2024,Transferred,Acquitted
2314,2314,60,13-01-2024,Pending,Suspended Sentence
2315,2315,21,07-08-2021,Transferred,Acquitted
2316,2316,34,28-08-2022,Pending,Compensation Ordered
2317,2317,44,30-01-2024,Transferred,Death Sentence
2318,2318,31,19-06-2021,Convicted,Guilty
2319,2319,26,17-01-2021,Closed,Acquitted
2320,2320,74,02-09-2025,Convicted,Compensation Ordered
2321,2321,29,14-02-2025,Trial,Parole
2322,2322,68,02-11-2022,Pending,Suspended Sentence
2323,2323,41,24-09-2025,Convicted,Life Imprisonment
2324,2324,56,07-12-2023,Transferred,Acquitted
2325,2325,17,26-01-2022,Pending,
2326,2326,63,08-04-2021,Acquitted,Suspended Sentence
2327,2327,2,05-10-2024,Pending,Compensation Ordered
2328,2328,45,16-11-2020,Convicted,
2329,2329,71,12-12-2023,Pending,Death Sentence
2330,2330,72,26-02-2025,Appeal,Guilty
2331,2331,10,12-01-2025,Trial,Pending
2332,2332,41,06-05-2023,Investigation,
2333,2333,54,15-09-2024,Appeal,Bail Granted
2334,2334,72,26-04-2021,Appeal,Parole
2335,2335,5,04-03-2023,Convicted,
2336,2336,69,05-04-2025,Pending,
2337,2337,44,17-05-2022,Transferred,Pending
2338,2338,26,15-03-2024,Appeal,Compensation Ordered
2339,2339,49,12-03-2022,Appeal,Death Sentence
2340,2340,35,17-04-2024,Appeal,Life Imprisonment
2341,2341,67,25-04-2021,Pending,
2342,2342,39,10-09-2025,Suspended,Compensation Ordered
2343,2343,41,10-02-2023,Suspended,Case Dismissed
2344,2344,66,06-09-2024,Appeal,Probation
2345,2345,41,27-11-2022,Acquitted,Life Imprisonment
2346,2346,53,22-02-2021,Appeal,Community Service
2347,2347,56,30-04-2021,Closed,
2348,2348,7,06-02-2023,Closed,
2349,2349,48,11-04-2023,Appeal,
2350,2350,16,17-07-2025,Pending,
2351,2351,28,24-09-2025,Trial,Parole
2352,2352,71,29-01-2024,Appeal,Guilty
2353,2353,50,17-11-2023,Acquitted,Death Sentence
2354,2354,25,02-01-2021,Acquitted,Community Service
2355,2355,69,30-10-2024,Investigation,Compensation Ordered
2356,2356,18,05-10-2025,Investigation,Suspended Sentence
2357,2357,46,22-03-2023,Appeal,Acquitted
2358,2358,16,17-05-2024,Suspended,Life Imprisonment
2359,2359,57,08-08-2025,Acquitted,Community Service
2360,2360,54,15-04-2023,Investigation,Acquitted
2361,2361,17,10-05-2025,Pending,Parole
2362,2362,50,11-02-2024,Closed,Case Dismissed
2363,2363,6,10-04-2023,Closed,Fine Imposed
2364,2364,52,05-10-2024,Trial,Fine Imposed
2365,2365,43,21-12-2024,Investigation,Parole
2366,2366,21,09-08-2023,Appeal,Life Imprisonment
2367,2367,41,28-09-2025,Appeal,
2368,2368,17,31-07-2022,Appeal,Guilty
2369,2369,47,31-03-2025,Suspended,Parole
2370,2370,67,19-03-2023,Appeal,Acquitted
2371,2371,38,02-04-2025,Convicted,
2372,2372,21,18-03-2024,Acquitted,Probation
2373,2373,54,07-01-2023,Trial,Fine Imposed
2374,2374,49,08-03-2025,Pending,Pending
2375,2375,69,28-02-2025,Closed,
2376,2376,14,02-07-2024,Investigation,Guilty
2377,2377,24,25-04-2024,Closed,Life Imprisonment
2378,2378,26,16-05-2024,Appeal,Suspended Sentence
2379,2379,44,20-05-2025,Appeal,Fine Imposed
2380,2380,58,18-05-2024,Investigation,Probation
2381,2381,70,21-11-2024,Suspended,Community Service
2382,2382,62,29-11-2020,Appeal,
2383,2383,45,01-12-2023,Closed,Guilty
2384,2384,21,09-05-2024,Suspended,Case Dismissed
2385,2385,49,05-05-2021,Investigation,Community Service
2386,2386,48,16-07-2022,Convicted,
2387,2387,67,27-01-2024,Convicted,Guilty
2388,2388,32,24-12-2022,Appeal,Probation
2389,2389,34,15-03-2021,Pending,Acquitted
2390,2390,20,23-01-2025,Investigation,Pending
2391,2391,54,30-03-2025,Closed,Compensation Ordered
2392,2392,49,20-02-2025,Trial,
2393,2393,61,26-10-2021,Investigation,Probation
2394,2394,19,07-03-2025,Transferred,Guilty
2395,2395,43,18-01-2024,Suspended,Parole
2396,2396,16,15-04-2024,Trial,Compensation Ordered
2397,2397,2,28-08-2021,Suspended,Pending
2398,2398,9,23-08-2025,Suspended,Bail Granted
2399,2399,23,05-08-2024,Transferred,
2400,2400,59,07-12-2021,Transferred,
2401,2401,10,16-01-2023,Closed,Probation
2402,2402,29,06-04-2023,Suspended,
2403,2403,72,24-03-2024,Appeal,
2404,2404,39,28-06-2023,Investigation,
2405,2405,66,25-09-2022,Acquitted,Bail Granted
2406,2406,27,20-04-2023,Closed,Acquitted
2407,2407,50,29-06-2025,Convicted,Fine Imposed
2408,2408,25,02-12-2024,Pending,Fine Imposed
2409,2409,51,07-09-2021,Pending,Compensation Ordered
2410,2410,45,25-03-2023,Acquitted,Compensation Ordered
2411,2411,37,24-11-2024,Acquitted,Community Service
2412,2412,50,22-03-2023,Trial,
2413,2413,17,04-11-2022,Investigation,
2414,2414,16,14-11-2024,Acquitted,Fine Imposed
2415,2415,33,10-08-2025,Acquitted,Bail Granted
2416,2416,74,04-10-2023,Suspended,Pending
2417,2417,24,22-04-2021,Convicted,Compensation Ordered
2418,2418,39,03-10-2025,Suspended,Case Dismissed
2419,2419,45,09-12-2021,Convicted,Community Service
2420,2420,22,14-09-2024,Transferred,Life Imprisonment
2421,2421,50,24-12-2023,Trial,Death Sentence
2422,2422,5,23-03-2024,Convicted,Compensation Ordered
2423,2423,19,25-04-2024,Investigation,Community Service
2424,2424,43,02-02-2023,Convicted,
2425,2425,14,23-07-2023,Investigation,
2426,2426,59,25-05-2025,Closed,Pending
2427,2427,20,10-02-2025,Appeal,
2428,2428,20,14-05-2024,Acquitted,Life Imprisonment
2429,2429,47,25-05-2024,Suspended,
2430,2430,68,18-11-2022,Suspended,Pending
2431,2431,45,09-03-2023,Investigation,
2432,2432,32,09-12-2020,Pending,
2433,2433,23,21-06-2025,Suspended,
2434,2434,25,14-09-2025,Transferred,Parole
2435,2435,17,22-12-2023,Suspended,Pending
2436,2436,12,31-05-2025,Closed,Acquitted
2437,2437,54,20-08-2025,Pending,Bail Granted
2438,2438,65,08-08-2022,Suspended,
2439,2439,37,30-12-2022,Appeal,Fine Imposed
2440,2440,50,05-12-2021,Convicted,Life Imprisonment
2441,2441,59,18-10-2023,Convicted,Acquitted
2442,2442,56,28-10-2022,Closed,Pending
2443,2443,48,13-03-2024,Investigation,
2444,2444,54,24-04-2024,Appeal,Fine Imposed
2445,2445,21,22-06-2025,Suspended,Community Service
2446,2446,14,29-10-2023,Appeal,Case Dismissed
2447,2447,54,28-09-2025,Pending,Life Imprisonment
2448,2448,70,06-09-2023,Closed,Death Sentence
2449,2449,32,06-02-2023,Convicted,Community Service
2450,2450,51,25-07-2024,Acquitted,Parole
2451,2451,35,10-06-2024,Trial,Parole
2452,2452,49,25-02-2022,Transferred,
2453,2453,45,10-12-2024,Convicted,Acquitted
2454,2454,49,16-09-2024,Investigation,
2455,2455,21,15-04-2023,Transferred,Pending
2456,2456,65,29-04-2023,Acquitted,Life Imprisonment
2457,2457,5,27-08-2022,Convicted,
2458,2458,6,15-08-2025,Closed,
2459,2459,66,03-09-2023,Transferred,Guilty
2460,2460,67,23-06-2025,Transferred,
2461,2461,75,10-09-2021,Pending,Acquitted
2462,2462,39,07-11-2023,Appeal,Fine Imposed
2463,2463,44,14-10-2023,Closed,Pending
2464,2464,58,28-05-2025,Appeal,Acquitted
2465,2465,60,29-06-2025,Transferred,Probation
2466,2466,66,03-01-2025,Appeal,Fine Imposed
2467,2467,66,19-07-2025,Suspended,Parole
2468,2468,72,28-03-2021,Suspended,Community Service
2469,2469,54,21-11-2022,Pending,
2470,2470,26,15-10-2024,Suspended,
2471,2471,5,05-01-2023,Convicted,Acquitted
2472,2472,64,08-06-2024,Pending,Bail Granted
2473,2473,30,13-10-2021,Convicted,Fine Imposed
2474,2474,6,07-05-2021,Suspended,Acquitted
2475,2475,63,09-04-2022,Transferred,Community Service
2476,2476,47,20-11-2023,Transferred,Probation
2477,2477,41,09-07-2022,Pending,Guilty
2478,2478,28,29-11-2020,Trial,Death Sentence
2479,2479,6,09-06-2024,Convicted,Suspended Sentence
2480,2480,64,24-11-2022,Acquitted,Death Sentence
2481,2481,25,23-03-2023,Acquitted,Suspended Sentence
2482,2482,62,14-12-2021,Trial,Suspended Sentence
2483,2483,44,23-08-2023,Trial,Death Sentence
2484,2484,45,21-03-2024,Suspended,Death Sentence
2485,2485,10,27-04-2025,Transferred,Guilty
2486,2486,73,02-01-2025,Suspended,Community Service
2487,2487,11,15-10-2023,Acquitted,Life Imprisonment
2488,2488,10,01-05-2025,Suspended,Pending
2489,2489,22,13-09-2022,Suspended,Fine Imposed
2490,2490,45,07-10-2023,Appeal,
2491,2491,15,17-11-2021,Appeal,Probation
2492,2492,67,08-02-2025,Investigation,Fine Imposed
2493,2493,42,04-02-2023,Suspended,Community Service
2494,2494,35,12-09-2025,Acquitted,
2495,2495,1,09-11-2022,Appeal,Pending
2496,2496,58,01-08-2022,Acquitted,Case Dismissed
2497,2497,49,16-04-2021,Investigation,Community Service
2498,2498,13,20-08-2025,Closed,
2499,2499,28,22-03-2025,Closed,Bail Granted
2500,2500,30,21-11-2024,Transferred,
2501,2501,27,01-05-2023,Pending,Fine Imposed
2502,2502,75,02-10-2023,Acquitted,Acquitted
2503,2503,48,18-05-2024,Closed,
2504,2504,60,20-08-2024,Closed,
2505,2505,13,31-08-2025,Investigation,Probation
2506,2506,55,10-07-2025,Acquitted,
2507,2507,35,09-12-2020,Trial,Suspended Sentence
2508,2508,70,13-09-2024,Acquitted,Suspended Sentence
2509,2509,19,07-04-2023,Pending,Probation
2510,2510,53,24-01-2023,Appeal,Probation
2511,2511,49,20-10-2021,Pending,
2512,2512,36,01-02-2023,Acquitted,Life Imprisonment
2513,2513,74,16-01-2025,Suspended,Bail Granted
2514,2514,22,01-12-2021,Appeal,Acquitted
2515,2515,2,22-11-2023,Suspended,
2516,2516,34,31-01-2025,Transferred,Suspended Sentence
2517,2517,69,30-04-2025,Acquitted,Life Imprisonment
2518,2518,48,17-07-2021,Convicted,
2519,2519,67,28-03-2024,Suspended,
2520,2520,11,22-09-2023,Convicted,Acquitted
2521,2521,47,01-10-2024,Suspended,Compensation Ordered
2522,2522,38,26-09-2023,Pending,
2523,2523,23,08-05-2021,Convicted,Compensation Ordered
2524,2524,58,02-01-2025,Transferred,Acquitted
2525,2525,40,18-08-2023,Convicted,
2526,2526,59,07-02-2023,Convicted,Fine Imposed
2527,2527,36,27-09-2025,Investigation,Case Dismissed
2528,2528,49,22-03-2023,Pending,Death Sentence
2529,2529,74,23-09-2022,Pending,
2530,2530,13,08-03-2022,Pending,Bail Granted
2531,2531,60,06-10-2025,Transferred,Case Dismissed
2532,2532,64,09-05-2021,Trial,Fine Imposed
2533,2533,38,12-05-2024,Closed,Compensation Ordered
2534,2534,7,19-10-2024,Acquitted,Death Sentence
2535,2535,57,09-10-2021,Convicted,Community Service
2536,2536,45,31-10-2022,Convicted,Suspended Sentence
2537,2537,21,13-10-2024,Pending,Community Service
2538,2538,41,26-01-2022,Transferred,
2539,2539,23,08-02-2025,Pending,Parole
2540,2540,12,15-05-2023,Investigation,Probation
2541,2541,37,02-04-2024,Suspended,
2542,2542,75,25-12-2023,Trial,
2543,2543,9,24-04-2025,Suspended,Fine Imposed
2544,2544,17,13-12-2022,Closed,Suspended Sentence
2545,2545,45,18-04-2021,Suspended,Suspended Sentence
2546,2546,58,30-09-2025,Suspended,
2547,2547,22,27-11-2023,Acquitted,Life Imprisonment
2548,2548,65,06-05-2025,Closed,Pending
2549,2549,44,21-02-2025,Investigation,
2550,2550,27,14-05-2023,Convicted,Death Sentence
2551,2551,22,22-02-2024,Acquitted,Bail Granted
2552,2552,12,13-07-2023,Suspended,Parole
2553,2553,34,30-10-2023,Closed,
2554,2554,69,15-05-2024,Acquitted,
2555,2555,9,26-06-2023,Pending,Case Dismissed
2556,2556,4,03-04-2025,Trial,Case Dismissed
2557,2557,7,13-02-2021,Closed,Suspended Sentence
2558,2558,7,03-02-2024,Investigation,Suspended Sentence
2559,2559,71,12-06-2023,Closed,Fine Imposed
2560,2560,14,28-05-2025,Acquitted,Life Imprisonment
2561,2561,66,19-04-2024,Appeal,
2562,2562,55,13-09-2022,Acquitted,Acquitted
2563,2563,68,29-10-2023,Acquitted,Parole
2564,2564,71,16-04-2025,Acquitted,Guilty
2565,2565,9,24-06-2022,Pending,Probation
2566,2566,10,30-11-2024,Trial,Case Dismissed
2567,2567,36,07-09-2023,Convicted,
2568,2568,58,19-01-2025,Pending,Acquitted
2569,2569,33,29-01-2024,Convicted,Bail Granted
2570,2570,14,03-05-2025,Acquitted,
2571,2571,72,01-06-2025,Closed,Pending
2572,2572,66,16-10-2024,Appeal,Guilty
2573,2573,43,04-05-2024,Acquitted,Death Sentence
2574,2574,1,06-10-2025,Trial,
2575,2575,36,07-06-2022,Convicted,
2576,2576,65,30-12-2023,Pending,Suspended Sentence
2577,2577,38,11-10-2023,Closed,Bail Granted
2578,2578,29,28-05-2023,Convicted,Parole
2579,2579,35,18-08-2025,Suspended,Life Imprisonment
2580,2580,44,27-01-2024,Pending,Pending
2581,2581,53,29-05-2024,Investigation,
2582,2582,33,18-05-2025,Convicted,Community Service
2583,2583,62,27-04-2024,Acquitted,Community Service
2584,2584,4,09-10-2022,Acquitted,Life Imprisonment
2585,2585,29,13-10-2021,Suspended,
2586,2586,20,23-04-2024,Closed,
2587,2587,11,23-01-2024,Convicted,Acquitted
2588,2588,18,23-03-2021,Pending,Acquitted
2589,2589,31,25-09-2022,Transferred,
2590,2590,11,04-12-2023,Convicted,Life Imprisonment
2591,2591,14,27-09-2024,Appeal,Death Sentence
2592,2592,8,04-10-2025,Appeal,Suspended Sentence
2593,2593,31,30-09-2025,Trial,Compensation Ordered
2594,2594,29,04-10-2025,Transferred,Parole
2595,2595,1,27-07-2023,Transferred,Suspended Sentence
2596,2596,31,23-11-2024,Closed,
2597,2597,71,17-11-2021,Appeal,
2598,2598,12,29-04-2024,Acquitted,Life Imprisonment
2599,2599,64,16-09-2025,Investigation,Pending
2600,2600,62,03-05-2025,Appeal,Bail Granted
2601,2601,25,24-01-2022,Investigation,Bail Granted
2602,2602,11,15-02-2021,Suspended,Parole
2603,2603,34,30-06-2023,Trial,Fine Imposed
2604,2604,60,24-04-2023,Investigation,Guilty
2605,2605,39,15-11-2022,Investigation,
2606,2606,9,30-04-2025,Closed,Acquitted
2607,2607,65,10-05-2024,Investigation,
2608,2608,69,08-06-2025,Acquitted,
2609,2609,8,23-05-2024,Suspended,Case Dismissed
2610,2610,51,25-11-2022,Pending,
2611,2611,60,21-09-2025,Trial,Acquitted
2612,2612,49,10-07-2024,Convicted,
2613,2613,30,05-01-2024,Transferred,Life Imprisonment
2614,2614,63,02-03-2025,Investigation,
2615,2615,46,23-08-2024,Pending,Compensation Ordered
2616,2616,12,17-06-2022,Transferred,Community Service
2617,2617,38,10-11-2023,Investigation,Death Sentence
2618,2618,30,01-08-2024,Investigation,
2619,2619,28,02-10-2025,Acquitted,
2620,2620,56,24-12-2024,Acquitted,Death Sentence
2621,2621,18,08-03-2022,Trial,
2622,2622,28,26-11-2022,Pending,
2623,2623,13,24-08-2021,Trial,Acquitted
2624,2624,6,30-06-2025,Convicted,Guilty
2625,2625,74,23-10-2023,Acquitted,Community Service
2626,2626,20,04-04-2023,Trial,Death Sentence
2627,2627,73,05-04-2024,Appeal,Suspended Sentence
2628,2628,47,09-02-2021,Trial,
2629,2629,49,09-04-2025,Transferred,Compensation Ordered
2630,2630,11,22-01-2025,Closed,
2631,2631,6,07-09-2025,Suspended,Death Sentence
2632,2632,55,12-06-2025,Transferred,Bail Granted
2633,2633,16,08-01-2023,Appeal,Suspended Sentence
2634,2634,63,03-10-2025,Investigation,Compensation Ordered
2635,2635,63,17-08-2021,Closed,
2636,2636,51,11-02-2022,Suspended,Acquitted
2637,2637,50,20-07-2025,Transferred,
2638,2638,29,06-03-2023,Investigation,Compensation Ordered
2639,2639,12,19-02-2024,Suspended,
2640,2640,66,16-10-2023,Investigation,Acquitted
2641,2641,15,19-02-2021,Acquitted,Case Dismissed
2642,2642,30,16-12-2023,Closed,
2643,2643,41,16-05-2024,Investigation,
2644,2644,24,02-06-2022,Acquitted,
2645,2645,59,31-10-2022,Trial,Guilty
2646,2646,10,16-07-2021,Investigation,Suspended Sentence
2647,2647,72,21-09-2022,Closed,Compensation Ordered
2648,2648,16,23-04-2023,Convicted,Case Dismissed
2649,2649,65,01-10-2024,Closed,Acquitted
2650,2650,1,11-03-2024,Trial,Life Imprisonment
2651,2651,48,09-07-2024,Investigation,Acquitted
2652,2652,9,20-08-2025,Trial,Fine Imposed
2653,2653,54,12-06-2024,Closed,Guilty
2654,2654,26,23-11-2024,Acquitted,
2655,2655,5,24-04-2023,Acquitted,Guilty
2656,2656,29,25-03-2023,Acquitted,
2657,2657,7,26-02-2023,Investigation,Community Service
2658,2658,38,22-02-2021,Pending,Case Dismissed
2659,2659,75,24-06-2025,Trial,Fine Imposed
2660,2660,37,17-06-2021,Investigation,Parole
2661,2661,36,15-01-2025,Suspended,Case Dismissed
2662,2662,75,11-08-2024,Trial,Death Sentence
2663,2663,7,02-09-2023,Trial,Parole
2664,2664,21,15-07-2023,Trial,Life Imprisonment
2665,2665,71,17-04-2025,Transferred,
2666,2666,38,21-03-2023,Acquitted,Fine Imposed
2667,2667,24,13-07-2023,Trial,Life Imprisonment
2668,2668,39,05-01-2025,Transferred,Parole
2669,2669,10,04-11-2023,Appeal,Pending
2670,2670,66,15-10-2024,Transferred,Guilty
2671,2671,68,10-01-2024,Trial,Community Service
2672,2672,36,30-06-2023,Suspended,
2673,2673,52,27-01-2024,Trial,Fine Imposed
2674,2674,35,24-01-2024,Closed,Guilty
2675,2675,40,15-09-2025,Trial,Death Sentence
2676,2676,63,30-11-2023,Closed,Compensation Ordered
2677,2677,4,09-06-2023,Suspended,Suspended Sentence
2678,2678,27,19-06-2023,Transferred,Suspended Sentence
2679,2679,36,05-10-2023,Suspended,Community Service
2680,2680,74,13-06-2024,Pending,Bail Granted
2681,2681,30,01-08-2024,Transferred,
2682,2682,28,02-10-2025,Pending,
2683,2683,55,27-08-2023,Suspended,Suspended Sentence
2684,2684,6,11-04-2023,Appeal,Case Dismissed
2685,2685,58,28-11-2024,Investigation,Death Sentence
2686,2686,47,20-01-2023,Investigation,Acquitted
2687,2687,20,30-01-2023,Trial,Suspended Sentence
2688,2688,32,20-06-2025,Closed,Acquitted
2689,2689,41,05-04-2023,Pending,Acquitted
2690,2690,10,01-01-2024,Convicted,
2691,2691,44,27-10-2020,Convicted,Suspended Sentence
2692,2692,21,28-08-2023,Investigation,
2693,2693,7,01-10-2025,Investigation,Death Sentence
2694,2694,13,04-06-2024,Appeal,Pending
2695,2695,11,11-03-2025,Closed,Case Dismissed
2696,2696,37,08-07-2025,Trial,Life Imprisonment
2697,2697,31,24-11-2022,Convicted,Probation
2698,2698,42,03-11-2023,Trial,
2699,2699,34,28-12-2024,Acquitted,Parole
2700,2700,70,20-09-2025,Suspended,Case Dismissed
2701,2701,12,14-03-2023,Appeal,
2702,2702,24,16-12-2022,Suspended,Compensation Ordered
2703,2703,4,08-01-2023,Transferred,Case Dismissed
2704,2704,52,25-12-2022,Appeal,Community Service
2705,2705,22,12-12-2020,Convicted,Pending
2706,2706,46,10-11-2023,Closed,Fine Imposed
2707,2707,62,14-07-2021,Pending,Case Dismissed
2708,2708,70,18-07-2024,Convicted,Fine Imposed
2709,2709,52,18-01-2023,Pending,Case Dismissed
2710,2710,68,22-05-2025,Trial,Pending
2711,2711,47,18-03-2022,Closed,Fine Imposed
2712,2712,1,23-05-2023,Transferred,
2713,2713,52,30-08-2024,Trial,
2714,2714,5,18-02-2023,Convicted,Life Imprisonment
2715,2715,17,28-10-2024,Appeal,Acquitted
2716,2716,30,06-06-2025,Pending,Pending
2717,2717,66,14-11-2022,Acquitted,Case Dismissed
2718,2718,61,21-12-2024,Closed,Compensation Ordered
2719,2719,58,19-06-2023,Convicted,
2720,2720,23,28-11-2024,Investigation,Acquitted
2721,2721,14,25-08-2023,Suspended,Life Imprisonment
2722,2722,27,17-04-2023,Acquitted,Fine Imposed
2723,2723,69,07-05-2024,Pending,Parole
2724,2724,63,05-06-2021,Convicted,Community Service
2725,2725,12,25-09-2023,Pending,Pending
2726,2726,11,14-06-2023,Pending,Acquitted
2727,2727,67,16-11-2024,Suspended,
2728,2728,13,12-11-2024,Appeal,Pending
2729,2729,5,05-05-2024,Investigation,Bail Granted
2730,2730,35,03-03-2021,Pending,Community Service
2731,2731,74,15-05-2025,Investigation,Probation
2732,2732,40,17-11-2023,Appeal,
2733,2733,66,06-07-2025,Investigation,Bail Granted
2734,2734,36,07-09-2023,Investigation,Probation
2735,2735,1,05-05-2025,Convicted,
2736,2736,65,20-11-2021,Transferred,
2737,2737,28,18-07-2025,Appeal,
2738,2738,45,25-11-2021,Closed,Fine Imposed
2739,2739,7,10-06-2023,Acquitted,Acquitted
2740,2740,63,25-07-2024,Pending,Case Dismissed
2741,2741,27,07-02-2024,Suspended,Case Dismissed
2742,2742,59,05-07-2025,Trial,Community Service
