fir_id,station_id,date_registered,crime_type,incident_location,status,details
611,29,2021-11-08 18:43:42,Criminal Breach of Trust,"613, Whitefield, Noida - 121857",Closed - Untraced,"Vehicle theft case with registration number MH-11-AB-4691, CCTV footage available."
612,67,2024-11-30 18:07:21,Ransomware Attack,"481, JP Nagar, Udaipur - 373596",Closed - Untraced,"Burglary at commercial establishment during night hours, property worth Rs. 1,643,032 stolen."
613,69,2023-03-30 07:46:34,Hacking,"485, Sealdah, Udaipur - 654429",Charge Sheet Filed,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 957,897."
614,84,2021-03-19 06:12:06,Forgery,"241, Hennur, Ludhiana - 185499",Closed - Final Report,Environmental crime case involving illegal dumping of 99 tons of waste.
615,63,2025-06-26 19:41:02,Illegal Construction,"743, BTM Layout, Indore - 807858",Pending Investigation,"Vehicle theft case with registration number DL-33-AA-6001, CCTV footage available."
616,62,2021-01-29 19:31:32,Ransomware Attack,"898, Porur, Shimla - 202859",Charge Sheet Filed,"Burglary at commercial establishment during night hours, property worth Rs. 4,926,806 stolen."
617,4,2023-10-23 16:18:10,Drug Trafficking,"282, Tambaram, Pune - 622782",Registered,"Fraud case involving fake documents and financial transactions worth Rs. 4,532,928."
618,9,2023-02-05 10:47:42,Property Dispute,"588, Hennur, Meerut - 841563",Closed - Final Report,"Assault case filed with medical evidence submitted, victim hospitalized for 8 days."
619,21,2024-08-22 04:39:59,Cyberstalking,"499, Cyber City, Ghaziabad - 679900",Under Investigation,Drug trafficking case with 7 kg of contraband substances recovered.
620,132,2023-05-11 04:17:00,Insurance Fraud,"860, Porur, Gwalior - 495829",Charge Sheet Filed,Drug trafficking case with 97 kg of contraband substances recovered.
621,26,2024-04-13 08:59:38,Corruption,"555, Park Street, Jodhpur - 960334",Closed - Untraced,"Money laundering investigation with suspicious transactions totaling Rs. 236,983."
622,150,2025-03-24 04:22:18,Insurance Fraud,"863, Banashankari, Gwalior - 900640",Registered,Drug trafficking case with 47 kg of contraband substances recovered.
623,66,2024-03-28 12:20:06,Gambling,"309, MG Road, Nashik - 541078",Closed - Final Report,Human trafficking case involving 17 victims rescued from illegal operations.
624,101,2024-07-19 00:56:35,Sedition,"235, Esplanade, Delhi - 362147",Pending Investigation,"Assault case filed with medical evidence submitted, victim hospitalized for 10 days."
625,128,2025-09-20 07:39:13,Land Grabbing,"497, Janakpuri, Jaipur - 884759",Charge Sheet Filed,"Fraud case involving fake documents and financial transactions worth Rs. 3,047,089."
626,135,2024-04-22 03:11:18,Property Dispute,"141, Marathahalli, Visakhapatnam - 997033",Charge Sheet Filed,"Domestic violence incident reported by victim's family, ongoing harassment documented."
627,110,2024-01-30 19:58:59,Terrorism,"571, DLF Phase, Raipur - 682519",Charge Sheet Filed,Environmental crime case involving illegal dumping of 68 tons of waste.
628,94,2023-10-09 13:14:10,Kidnapping,"541, Sector 18, Ludhiana - 938964",Under Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 521,183."
629,47,2025-07-20 22:35:15,Gambling,"139, Porur, Jabalpur - 102171",Charge Sheet Filed,"Burglary at commercial establishment during night hours, property worth Rs. 1,601,317 stolen."
630,145,2023-04-27 19:28:08,Acid Attack,"13, Brigade Road, Hyderabad - 968903",Closed - Untraced,"Cyber crime involving online fraud and identity theft, 1,563,938 transferred illegally."
631,118,2024-11-15 06:14:08,Gambling,"664, RT Nagar, Mumbai - 789606",Closed - Untraced,Arms trafficking case with recovery of 63 illegal firearms and ammunition.
632,43,2025-03-09 19:04:03,Domestic Violence,"311, Rajarhat, Ahmedabad - 696537",Closed - Untraced,"Vehicle theft case with registration number KA-47-AC-3891, CCTV footage available."
633,20,2023-12-12 02:05:59,Ransomware Attack,"580, Lajpat Nagar, Trivandrum - 631348",Closed - Untraced,Human trafficking case involving 12 victims rescued from illegal operations.
634,6,2025-05-19 14:24:03,Cyber Crime,"682, Howrah, Jaipur - 333070",Registered,"Corruption case against public official, bribe amount Rs. 1,164,404 involved."
635,138,2024-07-07 07:37:49,Property Dispute,"659, Commercial Street, Shimla - 383254",Charge Sheet Filed,"Assault case filed with medical evidence submitted, victim hospitalized for 26 days."
636,20,2023-11-04 13:12:54,Property Dispute,"996, Yelahanka, Meerut - 965472",Registered,"Assault case filed with medical evidence submitted, victim hospitalized for 22 days."
637,113,2022-12-21 12:50:29,Elder Abuse,"302, Saket, Kota - 282886",Closed - Final Report,Human trafficking case involving 11 victims rescued from illegal operations.
638,72,2024-01-05 02:27:38,Kidnapping,"305, Powai, Rajkot - 724079",Registered,"Cyber crime involving online fraud and identity theft, 3,238,585 transferred illegally."
639,116,2021-02-12 05:26:58,Cyberstalking,"494, Thane, Chennai - 616960",Under Investigation,Environmental crime case involving illegal dumping of 93 tons of waste.
640,93,2025-02-27 08:09:23,Gambling,"619, Karol Bagh, Dehradun - 155154",Charge Sheet Filed,"Burglary at commercial establishment during night hours, property worth Rs. 1,934,443 stolen."
641,131,2024-01-04 02:06:27,Theft,"126, Juhu, Surat - 986961",Under Investigation,"Chain snatching incident in busy market area during peak hours, 5 witnesses present."
642,89,2024-03-24 06:53:40,Insurance Fraud,"626, OMR, Hyderabad - 837933",Closed - Untraced,Cyberstalking case with digital evidence including 27 pieces of documentation.
643,58,2024-07-24 08:40:35,Bank Fraud,"383, Tambaram, Bhubaneswar - 570760",Closed - Untraced,"Tax evasion case with undisclosed income of Rs. 4,062,666 detected."
644,136,2025-06-10 10:25:32,Criminal Breach of Trust,"600, Dwarka, Ujjain - 653648",Under Investigation,Robbery incident reported with 6 suspects involved using weapons.
645,136,2025-01-11 14:33:43,Ransomware Attack,"947, Sealdah, Ranchi - 374244",Under Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 911,945."
646,145,2023-08-19 14:21:10,Rape,"450, Esplanade, Pune - 121257",Registered,"Domestic violence incident reported by victim's family, ongoing harassment documented."
647,116,2023-11-28 05:02:36,Online Harassment,"252, Thane, Chennai - 332008",Closed - Final Report,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 556,110."
648,19,2023-12-13 13:31:20,Environmental Crime,"976, Koramangala, Surat - 695896",Closed - Final Report,"Chain snatching incident in busy market area during peak hours, 2 witnesses present."
649,9,2025-06-25 00:39:29,Fraud,"542, MG Road, Ghaziabad - 973993",Charge Sheet Filed,"Tax evasion case with undisclosed income of Rs. 488,771 detected."
650,37,2023-09-18 15:19:26,Burglary,"87, Electronic City, Delhi - 519131",Closed - Final Report,"Counterfeiting case with fake currency notes worth Rs. 3,722,135 seized."
651,102,2023-03-02 17:00:24,Fraud,"4, Pitampura, Meerut - 924646",Pending Investigation,Environmental crime case involving illegal dumping of 20 tons of waste.
652,30,2024-12-25 17:53:13,Sedition,"43, Andheri, Pune - 985909",Closed - Final Report,Robbery incident reported with 8 suspects involved using weapons.
653,98,2021-12-27 19:33:57,Property Dispute,"864, BTM Layout, Bangalore - 979545",Registered,Drug trafficking case with 20 kg of contraband substances recovered.
654,98,2023-07-10 18:59:21,Illegal Construction,"647, Thane, Ahmedabad - 553653",Charge Sheet Filed,"Domestic violence incident reported by victim's family, ongoing harassment documented."
655,84,2023-08-24 22:17:59,Hacking,"161, Esplanade, Udaipur - 187691",Closed - Untraced,"Domestic violence incident reported by victim's family, ongoing harassment documented."
656,1,2021-03-30 09:09:16,Honor Killing,"786, Yelahanka, Ghaziabad - 325727",Pending Investigation,Human trafficking case involving 16 victims rescued from illegal operations.
657,50,2023-08-19 00:25:05,Cyberstalking,"212, Cyber City, Raipur - 236586",Registered,"Chain snatching incident in busy market area during peak hours, 5 witnesses present."
658,131,2022-10-29 15:58:12,Sedition,"64, Electronic City, Nashik - 741875",Charge Sheet Filed,"Chain snatching incident in busy market area during peak hours, 13 witnesses present."
659,9,2025-03-14 20:19:54,Sedition,"613, BTM Layout, Raipur - 143583",Under Investigation,Arms trafficking case with recovery of 65 illegal firearms and ammunition.
660,89,2023-06-05 07:44:52,Acid Attack,"462, Rajajinagar, Rajkot - 307116",Under Investigation,"Vehicle theft case with registration number GJ-37-AB-9538, CCTV footage available."
661,45,2021-10-28 13:20:16,Phishing,"752, Vasant Kunj, Raipur - 403596",Pending Investigation,Arms trafficking case with recovery of 36 illegal firearms and ammunition.
662,8,2023-08-21 20:06:54,Rioting,"240, Thane, Ghaziabad - 442212",Closed - Untraced,Drug trafficking case with 40 kg of contraband substances recovered.
663,90,2025-08-26 05:08:49,Phishing,"537, Sector 18, Kota - 902348",Charge Sheet Filed,Human trafficking case involving 20 victims rescued from illegal operations.
664,29,2025-05-19 20:25:04,Sedition,"80, Esplanade, Kalyan-Dombivali - 804634",Charge Sheet Filed,Arms trafficking case with recovery of 96 illegal firearms and ammunition.
665,98,2021-05-11 02:22:15,Sedition,"280, Hennur, Shimla - 176872",Registered,Human trafficking case involving 20 victims rescued from illegal operations.
666,94,2025-03-24 23:38:48,Phishing,"141, Rajajinagar, Kalyan-Dombivali - 167481",Registered,"Counterfeiting case with fake currency notes worth Rs. 4,679,623 seized."
667,125,2022-11-04 21:24:21,Tax Evasion,"580, Church Street, Lucknow - 568157",Closed - Final Report,Cyberstalking case with digital evidence including 33 pieces of documentation.
668,58,2023-04-30 02:19:15,Kidnapping,"765, Jayanagar, Madurai - 456207",Pending Investigation,"Counterfeiting case with fake currency notes worth Rs. 4,228,957 seized."
669,57,2024-11-15 21:51:16,Data Breach,"391, Sealdah, Ahmedabad - 394952",Pending Investigation,"Insurance fraud case with fraudulent claims worth Rs. 1,702,637."
670,81,2020-11-28 11:34:18,Child Abuse,"486, MG Road, Patna - 684735",Closed - Untraced,Drug trafficking case with 40 kg of contraband substances recovered.
671,145,2023-10-07 05:59:51,Gambling,"349, Juhu, Jodhpur - 409433",Registered,"Burglary at commercial establishment during night hours, property worth Rs. 1,279,853 stolen."
672,83,2021-10-22 06:36:47,Honor Killing,"33, Adyar, Rajkot - 561568",Closed - Final Report,"Counterfeiting case with fake currency notes worth Rs. 4,593,476 seized."
673,3,2023-06-25 20:22:47,Arms Trafficking,"965, HSR Layout, Ranchi - 450932",Closed - Final Report,"Vehicle theft case with registration number DL-68-AD-4574, CCTV footage available."
674,93,2025-07-05 01:07:14,Fraud,"756, Salt Lake, Ahmedabad - 165548",Charge Sheet Filed,Human trafficking case involving 19 victims rescued from illegal operations.
675,32,2024-09-01 13:37:19,Rioting,"226, Saket, Trivandrum - 674241",Charge Sheet Filed,"Assault case filed with medical evidence submitted, victim hospitalized for 8 days."
676,22,2021-09-30 08:34:57,Ransomware Attack,"795, Marathahalli, Meerut - 554263",Pending Investigation,Arms trafficking case with recovery of 11 illegal firearms and ammunition.
677,37,2021-12-11 21:34:42,Data Breach,"721, Janakpuri, Shimla - 407505",Pending Investigation,Arms trafficking case with recovery of 18 illegal firearms and ammunition.
678,113,2021-10-04 01:52:24,Corruption,"631, Laxmi Nagar, Pune - 817297",Closed - Final Report,"Domestic violence incident reported by victim's family, ongoing harassment documented."
679,61,2023-03-27 02:20:24,Phishing,"653, T Nagar, Dehradun - 433145",Under Investigation,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 1,437,306."
680,105,2024-01-22 21:23:47,Cyber Crime,"564, Andheri, Kanpur - 251639",Closed - Untraced,"Assault case filed with medical evidence submitted, victim hospitalized for 12 days."
681,113,2024-05-24 16:18:43,Money Laundering,"977, Brigade Road, Nashik - 308484",Registered,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 3,904,039."
682,108,2021-09-26 03:32:13,Fraud,"412, Commercial Street, Indore - 894578",Pending Investigation,Human trafficking case involving 12 victims rescued from illegal operations.
683,130,2021-11-24 01:29:03,Vehicle Theft,"848, Park Street, Meerut - 124357",Charge Sheet Filed,"Corruption case against public official, bribe amount Rs. 3,597,667 involved."
684,13,2025-01-23 11:22:55,Hacking,"215, Yelahanka, Surat - 900320",Under Investigation,Arms trafficking case with recovery of 87 illegal firearms and ammunition.
685,112,2025-08-26 06:20:37,Ransomware Attack,"398, Jayanagar, Mumbai - 105606",Registered,Land grabbing case involving 16 acres of disputed property.
686,56,2023-07-31 15:05:36,Fraud,"519, Laxmi Nagar, Jammu - 945977",Pending Investigation,Land grabbing case involving 68 acres of disputed property.
687,19,2024-10-17 14:26:47,Robbery,"106, Rohini, Bangalore - 645180",Charge Sheet Filed,Environmental crime case involving illegal dumping of 12 tons of waste.
688,133,2023-09-16 16:06:58,Tax Evasion,"894, Connaught Place, Meerut - 932181",Closed - Final Report,"Assault case filed with medical evidence submitted, victim hospitalized for 7 days."
689,62,2025-07-04 21:27:51,Vehicle Theft,"803, ECR, Rajkot - 459334",Closed - Untraced,"Chain snatching incident in busy market area during peak hours, 15 witnesses present."
690,109,2024-08-28 03:24:13,Terrorism,"113, Lajpat Nagar, Kanpur - 591575",Registered,"Money laundering investigation with suspicious transactions totaling Rs. 2,122,525."
691,60,2022-11-24 06:12:18,Tax Evasion,"13, T Nagar, Kochi - 426281",Closed - Untraced,Cyberstalking case with digital evidence including 50 pieces of documentation.
692,138,2025-08-27 15:13:39,Smuggling,"676, Marathahalli, Pune - 894972",Pending Investigation,"Money laundering investigation with suspicious transactions totaling Rs. 2,744,525."
693,17,2023-12-06 09:48:42,Corruption,"383, Jayanagar, Dehradun - 838852",Closed - Final Report,Cyberstalking case with digital evidence including 23 pieces of documentation.
694,126,2024-06-28 02:10:21,Hacking,"245, MG Road Gurgaon, Chandigarh - 976440",Closed - Final Report,"Chain snatching incident in busy market area during peak hours, 13 witnesses present."
695,115,2024-11-28 11:26:48,Extortion,"973, T Nagar, Bangalore - 541447",Charge Sheet Filed,Robbery incident reported with 6 suspects involved using weapons.
696,144,2025-05-24 03:47:49,Phishing,"115, Pitampura, Nagpur - 838842",Registered,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 1,837,339."
697,30,2022-02-16 06:43:46,Drug Trafficking,"836, Park Street, Hyderabad - 321423",Registered,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 3,677,018."
698,131,2025-05-20 16:35:32,Rioting,"359, Rajarhat, Guwahati - 756121",Closed - Final Report,Arms trafficking case with recovery of 77 illegal firearms and ammunition.
699,76,2023-01-25 12:37:45,Vehicle Theft,"820, RT Nagar, Raipur - 852620",Closed - Untraced,Human trafficking case involving 17 victims rescued from illegal operations.
700,147,2023-08-02 00:01:14,Vehicle Theft,"965, Thane, Meerut - 163408",Closed - Final Report,"Chain snatching incident in busy market area during peak hours, 5 witnesses present."
701,114,2021-10-24 03:51:14,Rape,"346, Marathahalli, Jammu - 395943",Closed - Untraced,Human trafficking case involving 9 victims rescued from illegal operations.
702,146,2025-06-11 01:19:49,Money Laundering,"211, Pitampura, Noida - 669111",Charge Sheet Filed,"Corruption case against public official, bribe amount Rs. 596,026 involved."
703,86,2024-07-25 12:48:04,Forgery,"739, RT Nagar, Ahmedabad - 461181",Closed - Final Report,"Cyber crime involving online fraud and identity theft, 4,305,888 transferred illegally."
704,134,2023-01-02 09:03:49,Assault,"889, Marathahalli, Ludhiana - 209054",Closed - Final Report,Environmental crime case involving illegal dumping of 32 tons of waste.
705,77,2021-03-08 09:04:18,Acid Attack,"451, Rajajinagar, Guwahati - 700147",Charge Sheet Filed,"Corruption case against public official, bribe amount Rs. 1,372,722 involved."
706,27,2025-07-18 08:34:49,Drug Trafficking,"83, T Nagar, Meerut - 191116",Charge Sheet Filed,"Money laundering investigation with suspicious transactions totaling Rs. 175,974."
707,16,2024-04-21 18:24:52,Kidnapping,"638, Esplanade, Ghaziabad - 833055",Closed - Final Report,"Money laundering investigation with suspicious transactions totaling Rs. 782,293."
708,82,2022-04-04 22:27:49,Illegal Construction,"447, Hennur, Bhopal - 563157",Closed - Untraced,Human trafficking case involving 19 victims rescued from illegal operations.
709,23,2025-06-12 00:42:55,Phishing,"502, Golf Course Road, Mumbai - 101515",Pending Investigation,"Vehicle theft case with registration number TN-30-AC-6014, CCTV footage available."
710,51,2022-10-28 07:38:34,Land Grabbing,"513, Golf Course Road, Bangalore - 540449",Under Investigation,Cyberstalking case with digital evidence including 43 pieces of documentation.
711,131,2024-04-15 19:45:12,Cyberstalking,"183, Koramangala, Bhopal - 856756",Closed - Untraced,"Domestic violence incident reported by victim's family, ongoing harassment documented."
712,96,2022-02-21 17:23:50,Gambling,"336, Janakpuri, Udaipur - 827347",Charge Sheet Filed,"Money laundering investigation with suspicious transactions totaling Rs. 1,808,213."
713,34,2024-09-14 14:23:01,Criminal Breach of Trust,"78, Yelahanka, Kanpur - 542041",Charge Sheet Filed,Drug trafficking case with 95 kg of contraband substances recovered.
714,74,2023-08-11 21:27:27,Vehicle Theft,"149, ECR, Gwalior - 365538",Charge Sheet Filed,Environmental crime case involving illegal dumping of 8 tons of waste.
715,81,2025-09-22 21:48:27,Forgery,"116, Golf Course Road, Madurai - 787072",Closed - Untraced,"Chain snatching incident in busy market area during peak hours, 4 witnesses present."
716,115,2022-04-27 16:13:35,Data Breach,"816, Borivali, Chandigarh - 709069",Closed - Untraced,"Domestic violence incident reported by victim's family, ongoing harassment documented."
717,37,2022-12-22 15:51:52,Acid Attack,"618, New Town, Udaipur - 762500",Closed - Untraced,"Chain snatching incident in busy market area during peak hours, 2 witnesses present."
718,97,2021-06-25 19:25:01,Child Abuse,"202, Ballygunge, Bhopal - 403370",Pending Investigation,"Counterfeiting case with fake currency notes worth Rs. 2,953,301 seized."
719,23,2022-01-10 12:28:29,Hacking,"455, ECR, Dehradun - 994828",Charge Sheet Filed,Environmental crime case involving illegal dumping of 84 tons of waste.
720,111,2024-01-16 06:02:23,Rape,"709, Dwarka, Ludhiana - 144988",Closed - Final Report,Cyberstalking case with digital evidence including 40 pieces of documentation.
721,121,2024-12-12 11:06:33,Wildlife Crime,"281, Porur, Ranchi - 216424",Closed - Untraced,Land grabbing case involving 61 acres of disputed property.
722,47,2025-01-09 06:38:35,Arms Trafficking,"488, Tambaram, Lucknow - 947251",Charge Sheet Filed,"Insurance fraud case with fraudulent claims worth Rs. 2,717,857."
723,3,2025-08-18 13:27:57,Elder Abuse,"956, Anna Nagar, Jammu - 268870",Closed - Final Report,"Burglary at commercial establishment during night hours, property worth Rs. 2,635,755 stolen."
724,125,2024-01-12 09:50:20,Cheating,"391, New Town, Agra - 748673",Closed - Untraced,"Corruption case against public official, bribe amount Rs. 851,632 involved."
725,110,2024-11-20 23:43:05,Phishing,"332, Ballygunge, Patna - 348453",Registered,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 1,249,497."
726,112,2024-02-17 17:44:02,Money Laundering,"111, MG Road, Rajkot - 351994",Closed - Untraced,"Corruption case against public official, bribe amount Rs. 4,995,658 involved."
727,14,2023-03-21 11:23:33,Arms Trafficking,"951, Nehru Place, Visakhapatnam - 713860",Closed - Final Report,"Vehicle theft case with registration number KA-50-AC-8145, CCTV footage available."
728,25,2024-07-01 08:49:05,Chain Snatching,"637, ECR, Jammu - 702505",Under Investigation,"Assault case filed with medical evidence submitted, victim hospitalized for 19 days."
729,150,2022-12-31 15:00:22,Hacking,"676, Sohna Road, Noida - 726773",Under Investigation,"Assault case filed with medical evidence submitted, victim hospitalized for 14 days."
730,11,2025-08-01 20:07:04,Insurance Fraud,"848, HSR Layout, Delhi - 820200",Charge Sheet Filed,"Tax evasion case with undisclosed income of Rs. 1,932,684 detected."
731,149,2021-11-17 04:32:36,Cheating,"8, Porur, Jabalpur - 296182",Closed - Untraced,Drug trafficking case with 50 kg of contraband substances recovered.
732,28,2023-08-09 20:26:03,Criminal Breach of Trust,"719, Adyar, Dehradun - 471076",Closed - Final Report,"Insurance fraud case with fraudulent claims worth Rs. 4,768,498."
733,140,2021-12-19 11:19:29,Murder,"638, Porur, Nagpur - 623848",Closed - Final Report,Robbery incident reported with 4 suspects involved using weapons.
734,8,2020-11-24 11:25:00,Piracy,"665, Palace Road, Ludhiana - 756563",Charge Sheet Filed,"Fraud case involving fake documents and financial transactions worth Rs. 3,035,866."
735,97,2023-01-28 11:01:22,Sedition,"22, New Town, Guwahati - 993986",Under Investigation,Human trafficking case involving 8 victims rescued from illegal operations.
736,79,2024-01-12 14:09:56,Counterfeiting,"864, Laxmi Nagar, Bangalore - 839185",Pending Investigation,"Money laundering investigation with suspicious transactions totaling Rs. 1,288,475."
737,128,2024-06-29 05:16:43,Honor Killing,"234, Hennur, Kolkata - 205603",Registered,"Tax evasion case with undisclosed income of Rs. 422,569 detected."
738,28,2024-02-29 00:39:57,Wildlife Crime,"250, Malleswaram, Vadodara - 487968",Pending Investigation,"Chain snatching incident in busy market area during peak hours, 4 witnesses present."
739,68,2024-10-22 13:20:25,Smuggling,"403, Dadar, Dehradun - 135728",Closed - Final Report,"Money laundering investigation with suspicious transactions totaling Rs. 4,655,594."
740,14,2021-08-24 08:14:43,Wildlife Crime,"705, Velachery, Meerut - 576113",Closed - Untraced,"Fraud case involving fake documents and financial transactions worth Rs. 4,706,089."
741,89,2023-05-28 09:17:27,Identity Theft,"95, Sealdah, Ranchi - 789771",Closed - Untraced,"Money laundering investigation with suspicious transactions totaling Rs. 2,128,432."
742,101,2024-10-17 09:54:50,Money Laundering,"684, Bandra, Patna - 915035",Closed - Final Report,"Corruption case against public official, bribe amount Rs. 1,854,084 involved."
743,12,2024-01-18 08:18:59,Ransomware Attack,"817, Yelahanka, Visakhapatnam - 941073",Closed - Untraced,"Fraud case involving fake documents and financial transactions worth Rs. 3,599,313."
744,135,2023-04-23 09:24:56,Extortion,"562, Pitampura, Visakhapatnam - 523516",Pending Investigation,"Money laundering investigation with suspicious transactions totaling Rs. 4,518,847."
745,20,2023-11-14 11:27:07,Fraud,"969, Karol Bagh, Mumbai - 271815",Charge Sheet Filed,"Insurance fraud case with fraudulent claims worth Rs. 2,438,749."
746,29,2024-11-23 02:39:44,Identity Theft,"571, Hennur, Kanpur - 463064",Closed - Untraced,Land grabbing case involving 88 acres of disputed property.
747,127,2025-09-21 14:19:28,Forgery,"29, Howrah, Coimbatore - 304794",Closed - Untraced,Arms trafficking case with recovery of 44 illegal firearms and ammunition.
748,147,2020-12-02 12:07:32,Cheating,"759, Church Street, Vadodara - 256587",Under Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 734,187."
749,75,2023-06-28 16:27:15,Rioting,"561, MG Road, Mumbai - 169912",Charge Sheet Filed,"Assault case filed with medical evidence submitted, victim hospitalized for 29 days."
750,90,2020-10-27 03:52:23,Corruption,"628, Malleswaram, Ludhiana - 556530",Closed - Final Report,"Fraud case involving fake documents and financial transactions worth Rs. 3,194,310."
751,2,2023-04-06 06:17:04,Acid Attack,"504, Rohini, Chennai - 116360",Closed - Untraced,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 4,094,943."
752,92,2024-10-11 10:34:49,Chain Snatching,"556, Dwarka, Bhopal - 502298",Closed - Untraced,Robbery incident reported with 3 suspects involved using weapons.
753,133,2021-11-02 17:19:33,Drug Trafficking,"879, Lajpat Nagar, Udaipur - 278158",Pending Investigation,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 4,997,144."
754,6,2024-11-18 21:00:16,Arms Trafficking,"731, Adyar, Ahmedabad - 806818",Closed - Untraced,"Counterfeiting case with fake currency notes worth Rs. 409,113 seized."
755,97,2023-07-18 14:11:10,Rape,"801, Dwarka, Visakhapatnam - 973177",Charge Sheet Filed,"Counterfeiting case with fake currency notes worth Rs. 2,727,711 seized."
756,60,2024-08-07 04:10:26,Phishing,"845, DLF Phase, Kalyan-Dombivali - 372815",Closed - Untraced,"Cyber crime involving online fraud and identity theft, 449,746 transferred illegally."
757,89,2022-05-31 13:18:09,Identity Theft,"61, Golf Course Road, Surat - 963994",Registered,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 4,721,589."
758,63,2024-12-07 09:05:50,Murder,"623, Cyber City, Kolkata - 835266",Pending Investigation,Cyberstalking case with digital evidence including 32 pieces of documentation.
759,11,2023-10-17 05:12:33,Criminal Breach of Trust,"209, Powai, Madurai - 738810",Closed - Untraced,"Cyber crime involving online fraud and identity theft, 4,521,166 transferred illegally."
760,84,2025-06-21 08:55:31,Money Laundering,"181, Sector 18, Ludhiana - 752919",Charge Sheet Filed,Environmental crime case involving illegal dumping of 100 tons of waste.
761,86,2021-05-01 17:12:27,Land Grabbing,"418, Connaught Place, Rajkot - 910001",Charge Sheet Filed,Robbery incident reported with 2 suspects involved using weapons.
762,133,2023-12-11 20:49:43,Criminal Breach of Trust,"183, BTM Layout, Nashik - 401197",Closed - Final Report,"Insurance fraud case with fraudulent claims worth Rs. 1,809,205."
763,60,2025-09-06 06:35:44,Drug Trafficking,"371, Banashankari, Kalyan-Dombivali - 400262",Pending Investigation,Robbery incident reported with 4 suspects involved using weapons.
764,74,2025-02-13 00:50:27,Wildlife Crime,"742, Nehru Place, Raipur - 692524",Closed - Final Report,"Domestic violence incident reported by victim's family, ongoing harassment documented."
765,20,2023-12-17 00:10:11,Fraud,"733, Yelahanka, Bhopal - 710406",Under Investigation,Human trafficking case involving 18 victims rescued from illegal operations.
766,26,2023-06-23 05:26:52,Dowry Death,"643, Yelahanka, Ghaziabad - 879953",Closed - Final Report,"Domestic violence incident reported by victim's family, ongoing harassment documented."
767,32,2021-11-13 15:34:55,Bank Fraud,"506, Saket, Guwahati - 949138",Registered,"Assault case filed with medical evidence submitted, victim hospitalized for 12 days."
768,45,2024-12-20 06:21:22,Forgery,"425, Cyber City, Ujjain - 142597",Pending Investigation,"Cyber crime involving online fraud and identity theft, 3,255,513 transferred illegally."
769,117,2023-11-21 22:35:06,Arms Trafficking,"301, Bandra, Meerut - 244333",Charge Sheet Filed,Land grabbing case involving 55 acres of disputed property.
770,73,2024-01-26 00:39:39,Phishing,"631, Vasant Kunj, Noida - 633547",Closed - Untraced,"Assault case filed with medical evidence submitted, victim hospitalized for 16 days."
771,135,2022-05-13 20:07:56,Acid Attack,"582, Church Street, Shimla - 957797",Closed - Final Report,Environmental crime case involving illegal dumping of 19 tons of waste.
772,87,2024-08-06 16:48:25,Rape,"921, Ballygunge, Coimbatore - 320980",Under Investigation,"Cyber crime involving online fraud and identity theft, 1,710,372 transferred illegally."
773,112,2025-10-02 11:52:34,Hacking,"276, JP Nagar, Chennai - 193212",Charge Sheet Filed,"Vehicle theft case with registration number TN-55-AA-5992, CCTV footage available."
774,104,2024-05-23 23:12:05,Assault,"349, Juhu, Coimbatore - 619329",Registered,Robbery incident reported with 7 suspects involved using weapons.
775,85,2025-04-18 19:12:21,Environmental Crime,"307, JP Nagar, Vadodara - 268933",Pending Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 2,205,669."
776,109,2022-10-17 19:57:32,Fraud,"565, Electronic City, Ujjain - 385775",Registered,"Tax evasion case with undisclosed income of Rs. 4,915,226 detected."
777,4,2024-02-14 21:17:30,Acid Attack,"280, T Nagar, Kanpur - 730623",Closed - Final Report,"Corruption case against public official, bribe amount Rs. 1,848,568 involved."
778,82,2023-12-29 22:36:47,Vehicle Theft,"293, Bandra, Bhopal - 728834",Closed - Final Report,"Corruption case against public official, bribe amount Rs. 119,987 involved."
779,71,2024-02-04 18:44:44,Data Breach,"825, Rajarhat, Thane - 653567",Closed - Final Report,"Money laundering investigation with suspicious transactions totaling Rs. 1,568,136."
780,27,2024-06-26 12:24:07,Criminal Breach of Trust,"905, Hennur, Dehradun - 141026",Closed - Untraced,Arms trafficking case with recovery of 32 illegal firearms and ammunition.
781,82,2023-03-09 15:21:41,Rape,"242, Rajajinagar, Coimbatore - 157542",Pending Investigation,Human trafficking case involving 10 victims rescued from illegal operations.
782,120,2024-09-13 17:29:11,Ransomware Attack,"377, HSR Layout, Madurai - 190615",Charge Sheet Filed,"Domestic violence incident reported by victim's family, ongoing harassment documented."
